gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Nipsnap3b	chr4:53021284-53022059	38	50	88	0.431818	293
Nisch	chr14:31191385-31191548	171	124	295	0.579661	1264
Nit1	chr1:171345536-171345645	33	31	64	0.515625	115
Nit2	chr16:57167281-57167332	19	24	43	0.44186	437
Nkain1	chr4:130573829-130574036	128	174	302	0.423841	396
Nkap	chrX:37147791-37150746	76	64	140	0.542857	329
Nkiras2	chr11:100625994-100627602	27	51	78	0.346154	123
Nktr	chr9:121754245-121756841	75	88	163	0.460123	644
Nkx1-2	chr7:132596239-132597816	4	6	10	0.4	28
Nle1	chr11:82908092-82908235	32	35	67	0.477612	222
Nln	chr13:104109416-104109614	120	136	256	0.46875	460
Nlrp4f	chr13:65205620-65205716	103	18	121	0.85124	552
Nmd3	chr3:69739920-69740037	73	79	152	0.480263	1009
Nme1	chr11:93968221-93968521	739	507	1246	0.593098	1257
Nme2	chr11:93955826-93956256	299	277	576	0.519097	4504
Nme4	chr17:26095365-26095470	48	57	105	0.457143	228
Nme6	chr9:109842452-109842961	33	30	63	0.52381	165
Nme7	chr1:164385700-164385801	45	28	73	0.616438	257
Nmnat1	chr4:149469640-149469782	6	4	10	0.6	38
Nmnat2	chr1:153115568-153119261	27	5	32	0.84375	135
Nmral1	chr16:4718895-4719356	29	7	36	0.805556	101
Nmrk1	chr19:18651236-18652184	71	13	84	0.845238	76
Nmt1	chr11:103065748-103066105	98	131	229	0.427948	667
Nmt2	chr2:3326071-3328877	126	154	280	0.45	766
Nnmt	chr9:48604805-48605077	24	2	26	0.923077	32
Nnt	chr13:119396747-119396976	79	52	131	0.603053	208
Noa1	chr5:77308907-77310086	14	24	38	0.368421	99
Nob1	chr8:107424738-107424870	430	179	609	0.706076	836
Noc2l	chr4:156247019-156247616	1145	931	2076	0.551541	1268
Noc3l	chr19:38814081-38814134	97	85	182	0.532967	384
Noc4l	chr5:110653223-110653382	103	113	216	0.476852	366
Nodal	chr10:61424484-61425337	111	152	263	0.422053	346
Nol10	chr12:17429115-17430095	249	132	381	0.653543	746
Nol11	chr11:107184740-107184888	193	206	399	0.483709	680
Nol12	chr15:78940460-78941910	54	53	107	0.504673	202
Nol3	chr8:105279895-105281939	9	1	10	0.9	33
Nol6	chr4:41124159-41124339	114	142	256	0.445312	646
Nol7	chr13:43401500-43401577	151	99	250	0.604	533
Nol8	chr13:49678386-49679016	159	218	377	0.421751	545
Nol9	chr4:152058341-152060038	172	170	342	0.502924	511
Nolc1	chr19:46084012-46085543	369	388	757	0.48745	1233
Nom1	chr5:29451029-29452169	34	33	67	0.507463	278
Nomo1	chr7:46083603-46084212	126	101	227	0.555066	376
Nono	chrX:101447594-101448593	224	1179	1403	0.159658	5979
Nop10	chr2:112262313-112262898	89	112	201	0.442786	644
Nop14	chr5:34659851-34660148	134	160	294	0.455782	625
Nop16	chr13:54589861-54590074	70	62	132	0.530303	312
Nop2	chr6:125144001-125144753	79	82	161	0.490683	933
Nop56	chr2:130278897-130279313	545	545	1090	0.5	2848
Nop58	chr1:59706633-59706767	191	184	375	0.509333	2623
Nop9	chr14:55753641-55755634	39	42	81	0.481481	373
Nosip	chr7:45077312-45078503	55	83	138	0.398551	250
Notch3	chr17:32153753-32153986	16	14	30	0.533333	320
Notum	chr11:120659995-120660365	5	61	66	0.0757576	162
Noxred1	chr12:87224158-87224309	24	10	34	0.705882	70
Npat	chr9:53572571-53575627	33	26	59	0.559322	335
Npc1	chr18:12194063-12194294	6	17	23	0.26087	123
Npc2	chr12:84754559-84757212	283	197	480	0.589583	2146
Npepl1	chr2:174122091-174122702	46	52	98	0.469388	230
Npepps	chr11:97226729-97226868	46	67	113	0.40708	812
Nphp1	chr2:127773898-127774099	10	5	15	0.666667	73
Nphs1	chr7:30486839-30488609	1	26	27	0.037037	144
Npl	chr1:153545263-153545346	60	23	83	0.722892	115
Nploc4	chr11:120379798-120382626	91	118	209	0.435407	530
Npm1	chr11:33162922-33163206	2235	2239	4474	0.499553	29531
Npm3	chr19:45748750-45748869	68	384	452	0.150442	544
Npm3-ps1	chr6:85076141-85077126	0	20	20	0	354
Npr1	chr3:90457321-90457476	15	22	37	0.405405	185
Nprl3	chr11:32263025-32263094	29	14	43	0.674419	154
Nptn	chr9:58651859-58652879	39	32	71	0.549296	450
Nptx2	chr5:144556167-144557478	22	27	49	0.44898	146
Nqo1	chr8:107403066-107403205	165	92	257	0.642023	391
Nqo2	chr13:33985316-33988465	23	26	49	0.469388	181
Nr0b1	chrX:86195351-86195944	312	367	679	0.459499	1085
Nr1d2	chr14:18207919-18208129	15	13	28	0.535714	187
Nr1h2	chr7:44550300-44550508	70	88	158	0.443038	367
Nr2c2	chr6:92167459-92173058	23	13	36	0.638889	285
Nr2c2ap	chr8:70133097-70133751	117	92	209	0.559809	325
Nr5a2	chr1:136952102-136952164	41	58	99	0.414141	293
Nr6a1	chr2:38723374-38727915	70	58	128	0.546875	395
Nradd	chr9:110623087-110623235	16	12	28	0.571429	81
Nras	chr3:103064234-103067914	123	104	227	0.54185	624
Nrbf2	chr10:67275570-67275654	36	29	65	0.553846	162
Nrbp1	chr5:31251025-31251562	70	66	136	0.514706	587
Nrd1	chr4:109046595-109046681	62	67	129	0.48062	619
Nrde2	chr12:100149817-100150050	104	59	163	0.638037	329
Nrf1	chr6:30151514-30153458	51	45	96	0.53125	376
Nrp	chr12:87442848-87444017	20	29	49	0.408163	38
Nsa2	chr13:97137755-97137926	1448	768	2216	0.65343	1666
Nsd1	chr13:55312119-55318325	236	202	438	0.538813	1404
Nsdhl	chrX:72957282-72958528	56	51	107	0.523364	682
Nsf	chr11:103930730-103930815	63	72	135	0.466667	440
Nsfl1c	chr2:151505353-151505462	40	39	79	0.506329	968
Nsl1	chr1:191082171-191084558	51	91	142	0.359155	175
Nsmaf	chr4:6435057-6435107	32	30	62	0.516129	363
Nsmce1	chr7:125486338-125486484	45	39	84	0.535714	309
Nsmce2	chr15:59601340-59601684	117	95	212	0.551887	403
Nsmce4a	chr7:130542680-130542810	188	266	454	0.414097	880
Nsun2	chr13:69633572-69635779	248	270	518	0.478764	1607
Nsun3	chr16:62786671-62786716	9	8	17	0.529412	44
Nsun4	chr4:116040069-116040229	18	16	34	0.529412	99
Nsun5	chr5:135375876-135376797	27	34	61	0.442623	161
Nt5c	chr11:115491607-115491814	42	33	75	0.56	145
Nt5c2	chr19:46898622-46898679	24	15	39	0.615385	181
Nt5c3	chr6:56892790-56892888	6	14	20	0.3	109
Nt5c3b	chr11:100434695-100434784	62	27	89	0.696629	251
Nt5dc1	chr10:34418361-34418528	111	50	161	0.689441	183
Nt5dc2	chr14:31138781-31139124	76	108	184	0.413043	312
Nt5dc3	chr10:86833931-86838389	32	63	95	0.336842	189
Ntan1	chr16:13819277-13819436	24	24	48	0.5	301
Nthl1	chr17:24634725-24634895	19	28	47	0.404255	148
Ntmt1	chr2:30822362-30823014	54	52	106	0.509434	202
Ntn1	chr11:68260497-68260646	77	55	132	0.583333	440
Ntpcr	chr8:125747698-125748235	23	21	44	0.522727	61
Nub1	chr5:24708989-24710555	78	56	134	0.58209	615
Nubp1	chr16:10423241-10424425	238	265	503	0.473161	342
Nubp2	chr17:24882611-24883314	187	197	384	0.486979	602
Nucb1	chr7:45510323-45510408	45	46	91	0.494505	350
Nucks1	chr1:131931034-131936321	359	367	726	0.49449	2541
Nudc	chr4:133535510-133535575	265	436	701	0.378031	1359
Nudcd1	chr15:44405349-44405529	60	61	121	0.495868	475
Nudcd2	chr11:40739159-40740046	136	186	322	0.42236	798
Nudcd3	chr11:6193154-6193476	85	90	175	0.485714	584
Nudt1	chr5:140337593-140338135	97	209	306	0.316993	187
Nudt14	chr12:112934733-112935050	17	6	23	0.73913	111
Nudt16l1	chr16:4940196-4941020	24	20	44	0.545455	237
Nudt19	chr7:35555154-35555928	54	105	159	0.339623	203
Nudt21	chr8:94036777-94037039	171	87	258	0.662791	1404
Nudt3	chr17:27623087-27623452	53	80	133	0.398496	339
Nudt4	chr10:95551449-95551493	293	332	625	0.4688	906
Nudt5	chr2:5868089-5868736	124	121	245	0.506122	459
Nudt9	chr5:104064937-104065367	74	61	135	0.548148	262
Nuf2	chr1:169531322-169531464	126	116	242	0.520661	394
Nufip1	chr14:76134786-76137379	92	108	200	0.46	440
Nufip2	chr11:77709683-77717966	87	77	164	0.530488	919
Numa1	chr7:102014236-102014959	105	107	212	0.495283	555
Numb	chr12:83808101-83808241	33	11	44	0.75	171
Nup133	chr8:123948998-123949265	294	146	440	0.668182	973
Nup153	chr13:46727360-46727849	82	62	144	0.569444	896
Nup155	chr15:8157626-8159859	188	258	446	0.421525	824
Nup188	chr2:30343702-30344262	189	235	424	0.445755	1202
Nup205	chr6:35245248-35245376	194	183	377	0.514589	1457
Nup210	chr6:91116618-91116826	182	196	378	0.481481	722
Nup35	chr2:80658321-80660071	25	25	50	0.5	250
Nup37	chr10:88174386-88174567	64	58	122	0.52459	522
Nup43	chr10:7678568-7678886	77	92	169	0.455621	629
Nup50	chr15:84939646-84942963	123	118	241	0.510373	558
Nup54	chr5:92430801-92430953	96	82	178	0.539326	597
Nup62	chr7:44828487-44830806	151	124	275	0.549091	1321
Nup85	chr11:115580921-115581072	56	57	113	0.495575	712
Nup88	chr11:70965707-70965832	75	62	137	0.547445	1152
Nup93	chr8:94311533-94311661	201	115	316	0.636076	1375
Nup98	chr7:102194949-102195050	91	104	195	0.466667	781
Nupl1	chr14:60243357-60243494	20	19	39	0.512821	381
Nupl2	chr5:24181908-24184008	9	12	21	0.428571	71
Nupr1	chr7:126625323-126625470	59	137	196	0.30102	221
Nus1	chr10:52436577-52440192	122	124	246	0.495935	486
Nusap1	chr2:119648893-119650160	36	29	65	0.553846	886
Nvl	chr1:181144051-181144157	235	342	577	0.407279	644
Nxf1	chr19:8770574-8770910	172	188	360	0.477778	899
Nxf3	chrX:136085097-136085255	56	24	80	0.7	161
Nxt1	chr2:148675282-148676026	94	86	180	0.522222	329
Nxt2	chrX:142237646-142239700	66	141	207	0.318841	440
Nynrin	chr14:55870128-55874736	31	17	48	0.645833	302
Oard1	chr17:48416684-48417270	59	63	122	0.483607	343
Oas1a	chr5:120907294-120907525	228	70	298	0.765101	192
Oas1g	chr5:120885773-120886061	63	34	97	0.649485	101
Oat	chr7:132569906-132570140	74	148	222	0.333333	400
Oaz1	chr10:80828871-80829290	84	63	147	0.571429	0
Oaz1-ps	chr10:80828871-80829217	73	52	125	0.584	0
Oaz2	chr9:65689095-65690300	17	25	42	0.404762	245
Obfc1	chr19:47536196-47536371	10	8	18	0.555556	100
Ociad1	chr5:73313443-73314077	19	20	39	0.487179	671
Ocrl	chrX:47963460-47965866	98	120	218	0.449541	535
Odc1	chr12:17550607-17551502	296	1111	1407	0.210377	6846
Odf2	chr2:29930470-29931746	217	228	445	0.48764	1163
Odf2l	chr3:145153384-145153915	32	27	59	0.542373	110
Ofd1	chrX:166440280-166440704	68	0	68	1	250
Ogdh	chr11:6355554-6359094	103	93	196	0.52551	1305
Ogdhl	chr14:32347506-32347820	177	188	365	0.484932	730
Ogfod1	chr8:94064179-94067922	105	75	180	0.583333	237
Ogfod2	chr5:124114715-124115476	1	17	18	0.0555556	38
Ogfod3	chr11:121202891-121203108	14	12	26	0.538462	45
Ogfr	chr2:180594208-180595837	55	21	76	0.723684	166
Ogg1	chr6:113328365-113328612	9	21	30	0.3	104
Ogt	chrX:101682156-101684351	202	245	447	0.451902	2498
Ola1	chr2:73156738-73156913	41	56	97	0.42268	875
Oma1	chr4:103325019-103325192	28	30	58	0.482759	116
Ooep	chr9:78378354-78378588	1161	532	1693	0.685765	1917
Opa1	chr16:29651754-29654602	222	236	458	0.484716	572
Opa3	chr7:19244754-19246817	58	80	138	0.42029	117
Optn	chr2:5045987-5046199	87	30	117	0.74359	218
Orai1	chr5:123029075-123030452	7	6	13	0.538462	67
Oraov1	chr7:144919224-144919341	4	4	8	0.5	79
Orc1	chr4:108606238-108606357	137	111	248	0.552419	674
Orc2	chr1:58504772-58505109	119	142	261	0.455939	796
Orc3	chr4:34593061-34593174	24	31	55	0.436364	699
Orc4	chr2:48949117-48949267	70	66	136	0.514706	399
Orc5	chr5:22550192-22550331	49	94	143	0.342657	587
Orc6	chr8:85307586-85308279	371	176	547	0.678245	1318
Ormdl1	chr1:53308827-53310245	42	30	72	0.583333	211
Ormdl2	chr10:128817457-128819015	26	34	60	0.433333	301
Ormdl3	chr11:98581294-98582847	15	25	40	0.375	124
Os9	chr10:127098341-127098637	13	29	42	0.309524	133
Osbp	chr19:11991900-11994114	23	11	34	0.676471	155
Osbpl10	chr9:115229860-115230013	19	16	35	0.542857	79
Osbpl11	chr16:33241736-33243312	25	26	51	0.490196	179
Osbpl1a	chr18:12933580-12933702	87	86	173	0.50289	733
Osbpl7	chr11:97067942-97068904	6	25	31	0.193548	83
Osbpl8	chr10:111293092-111297247	8	9	17	0.470588	170
Osbpl9	chr4:109072814-109072932	24	28	52	0.461538	384
Oser1	chr2:163415535-163415655	56	56	112	0.5	233
Osgep	chr14:50924664-50924893	29	32	61	0.47541	301
Osgepl1	chr1:53323167-53323270	34	36	70	0.485714	105
Osgin2	chr4:16006357-16006493	13	19	32	0.40625	100
Ostc	chr3:130709237-130709444	345	248	593	0.581788	696
Ostf1	chr19:18631620-18631813	154	245	399	0.385965	441
Ostm1	chr10:42700483-42702462	124	100	224	0.553571	350
Otub1	chr19:7199372-7199566	35	32	67	0.522388	490
Otud4	chr8:79672768-79677755	253	156	409	0.618582	1069
Otud5	chrX:7874230-7876626	21	24	45	0.466667	774
Otud6a	chrX:100429013-100429885	8	2	10	0.8	132
Otud6b	chr4:14826291-14826587	297	161	458	0.648472	663
Otud7b	chr3:96154769-96161129	7	2	9	0.777778	177
Otulin	chr15:27605921-27606461	17	11	28	0.607143	144
Ovca2	chr11:75175943-75178387	17	20	37	0.459459	44
Ovol3	chr7:30233297-30233647	19	17	36	0.527778	61
Oxa1l	chr14:54368318-54369669	102	100	202	0.50495	582
Oxct1	chr15:4153728-4155344	194	155	349	0.555874	680
Oxld1	chr11:120456604-120457162	18	2	20	0.9	33
Oxnad1	chr14:32102257-32103203	84	158	242	0.347107	252
Oxr1	chr15:41859158-41861047	76	83	159	0.477987	491
Oxsr1	chr9:119268680-119268789	25	51	76	0.328947	727
P4ha1	chr10:59371004-59373304	43	54	97	0.443299	172
P4ha2	chr11:54131190-54131667	3	10	13	0.230769	50
P4hb	chr11:120563816-120563920	194	225	419	0.463007	1774
Pa2g4	chr10:128557766-128558971	168	159	327	0.513761	2755
Pabpc1	chr15:36602846-36602985	410	451	861	0.47619	10335
Pabpc4	chr4:123286680-123286873	21	0	21	1	1274
Pabpn1	chr14:54898017-54898927	56	55	111	0.504505	1280
Pacrgl	chr5:48388103-48388756	23	10	33	0.69697	57
Pacs2	chr12:113060629-113060771	33	17	50	0.66	287
Pacsin1	chr17:27707880-27708067	0	10	10	0	34
Pacsin2	chr15:83401867-83401999	16	13	29	0.551724	345
Padi2	chr4:140949691-140952586	8	1	9	0.888889	36
Padi4	chr4:140769311-140769491	8	18	26	0.307692	93
Paf1	chr7:28398826-28399383	28	28	56	0.5	292
Pafah1b1	chr11:74723999-74724384	81	102	183	0.442623	1201
Pafah1b2	chr9:45965311-45968966	34	29	63	0.539683	325
Pafah1b3	chr7:25296321-25296437	48	23	71	0.676056	143
Pafah2	chr4:134425473-134427412	21	17	38	0.552632	99
Pagr1a	chr7:127016443-127017352	78	55	133	0.586466	200
Paics	chr5:76966648-76967505	957	779	1736	0.551267	5202
Paip1	chr13:119456988-119460323	34	36	70	0.485714	326
Paip2	chr18:35616199-35617185	218	227	445	0.489888	848
Paip2b	chr6:83806059-83808892	99	166	265	0.373585	583
Pak1	chr7:97911096-97912381	27	19	46	0.586957	178
Pak1ip1	chr13:41012565-41013033	88	86	174	0.505747	738
Pak2	chr16:32041468-32041575	12	11	23	0.521739	616
Pak4	chr7:28564813-28565271	60	69	129	0.465116	463
Palb2	chr7:122132720-122132946	45	45	90	0.5	156
Pald1	chr10:61383292-61383523	195	267	462	0.422078	533
Palld	chr8:61511429-61513524	3	5	8	0.375	120
Palm	chr10:79819041-79820896	40	45	85	0.470588	153
Palm3	chr8:84028306-84030295	25	22	47	0.531915	132
Pan2	chr10:128315098-128315236	38	44	82	0.463415	430
Pank1	chr19:34840757-34841109	16	22	38	0.421053	123
Pank2	chr2:131296273-131299188	24	28	52	0.461538	294
Pank3	chr11:35785408-35791285	38	36	74	0.513514	245
Pank4	chr4:154977203-154977354	5	3	8	0.625	172
Panx1	chr9:15007361-15008019	6	9	15	0.4	56
Paox	chr7:140134010-140134334	21	6	27	0.777778	270
Papd4	chr13:93192094-93192283	11	16	27	0.407407	300
Papd5	chr8:88251955-88252081	15	2	17	0.882353	361
Papola	chr12:105836765-105838943	318	157	475	0.669474	2091
Papss1	chr3:131642964-131643671	19	21	40	0.475	109
Pard3	chr8:127610432-127612286	199	88	287	0.69338	490
Pard6g	chr18:80116969-80119640	4	6	10	0.4	56
Parg	chr14:32296190-32297549	57	45	102	0.558824	443
Park7	chr4:150909783-150909921	499	445	944	0.528602	1176
Parl	chr16:20286920-20287069	18	27	45	0.4	566
Parn	chr16:13665902-13665981	96	147	243	0.395062	421
Parp1	chr1:180600450-180601254	761	828	1589	0.478918	3091
Parp16	chr9:65237854-65239219	4	6	10	0.4	71
Parp2	chr14:50819661-50819788	98	104	202	0.485149	409
Parpbp	chr10:88146496-88146941	113	73	186	0.607527	284
Pars2	chr4:106652269-106655282	14	9	23	0.608696	65
Parva	chr7:112567763-112567878	10	2	12	0.833333	68
Parvb	chr15:84312955-84315609	54	73	127	0.425197	346
Pask	chr1:93320775-93322222	17	12	29	0.586207	215
Patl1	chr19:11943331-11945096	59	67	126	0.468254	425
Patl2	chr2:122124619-122124752	3	27	30	0.1	64
Pawr	chr10:108382730-108382861	40	23	63	0.634921	386
Paxbp1	chr16:91037242-91037418	24	19	43	0.55814	412
Paxip1	chr5:27772004-27772624	30	31	61	0.491803	495
Pbdc1	chrX:105083016-105085194	136	113	249	0.546185	1144
Pbk	chr14:65817190-65817822	66	56	122	0.540984	293
Pbrm1	chr14:31118729-31121592	62	76	138	0.449275	560
Pcbd1	chr10:61093807-61094329	5	7	12	0.416667	26
Pcbd2	chr13:55775367-55775447	9	7	16	0.5625	30
Pcbp2	chr15:102498489-102500059	13	14	27	0.481481	3377
Pcbp4	chr9:106463131-106464011	8	11	19	0.421053	261
Pccb	chr9:101034669-101034875	32	98	130	0.246154	138
Pcdha4-g	chr18:37839903-37841872	6	10	16	0.375	0
Pcdha6-g	chr18:37839903-37841872	6	10	16	0.375	0
Pcdha7-g	chr18:37839903-37841872	6	10	16	0.375	0
Pcdhga1	chr18:37839903-37841870	6	10	16	0.375	7
Pcdhga10	chr18:37839903-37841870	6	10	16	0.375	10
Pcdhga11	chr18:37839903-37841872	6	10	16	0.375	13
Pcdhga12	chr18:37839903-37841872	6	10	16	0.375	10
Pcdhga2	chr18:37839903-37841870	6	10	16	0.375	2
Pcdhga3	chr18:37839903-37841872	6	10	16	0.375	6
Pcdhga4	chr18:37839903-37841870	6	10	16	0.375	3
Pcdhga5	chr18:37839903-37841870	6	10	16	0.375	1
Pcdhga6	chr18:37839903-37841870	6	10	16	0.375	0
Pcdhga7	chr18:37839903-37841872	6	10	16	0.375	2
Pcdhga8	chr18:37839903-37841872	6	10	16	0.375	1
Pcdhga9	chr18:37839903-37841863	6	10	16	0.375	3
Pcdhgb1	chr18:37839903-37841870	6	10	16	0.375	3
Pcdhgb2	chr18:37839903-37841872	6	10	16	0.375	1
Pcdhgb4	chr18:37839903-37841870	6	10	16	0.375	3
Pcdhgb5	chr18:37839903-37841870	6	10	16	0.375	3
Pcdhgb6	chr18:37839903-37841872	6	10	16	0.375	3
Pcdhgb7	chr18:37839903-37841870	6	10	16	0.375	6
Pcdhgb8	chr18:37839903-37841872	6	10	16	0.375	7
Pcdhgc3	chr18:37839903-37841872	6	10	16	0.375	48
Pcdhgc4	chr18:37839903-37841872	6	10	16	0.375	0
Pcdhgc5	chr18:37839903-37841872	6	10	16	0.375	5
Pced1a	chr2:130422466-130422704	4	6	10	0.4	65
Pced1b	chr15:97384028-97385691	17	14	31	0.548387	181
Pcf11	chr7:92660959-92662076	32	33	65	0.492308	612
Pcgf1	chr6:83080054-83080140	6	4	10	0.6	79
Pcgf2	chr11:97692726-97692822	63	73	136	0.463235	494
Pcgf3	chr5:108500357-108503099	36	27	63	0.571429	274
Pcgf5	chr19:36455621-36456204	2	6	8	0.25	54
Pcgf6	chr19:47050451-47050845	198	191	389	0.508997	498
Pcid2	chr8:13098563-13098636	99	135	234	0.423077	226
Pcif1	chr2:164885676-164885803	2	6	8	0.25	165
Pck2	chr14:55548305-55550017	193	161	354	0.545198	635
Pcm1	chr8:41327527-41327599	36	37	73	0.493151	1027
Pcmt1	chr10:7644325-7644429	45	30	75	0.6	270
Pcmtd1	chr1:7169515-7173628	247	254	501	0.493014	625
Pcmtd2	chr2:181854938-181857460	5	10	15	0.333333	113
Pcna	chr2:132252816-132253180	868	949	1817	0.477711	3777
Pcnp	chr16:56015508-56017317	149	165	314	0.474522	870
Pcnt	chr10:76437145-76437216	20	32	52	0.384615	364
Pcnxl3	chr19:5686431-5686526	72	49	121	0.595041	349
Pcnxl4	chr12:72541375-72542117	23	15	38	0.605263	95
Pcolce	chr5:137606827-137607107	94	94	188	0.5	312
Pcolce2	chr9:95694966-95695551	66	44	110	0.6	203
Pcsk1n	chrX:7922908-7924410	9	21	30	0.3	58
Pcsk6	chr7:66048906-66050386	14	83	97	0.14433	310
Pcx	chr19:4617965-4618054	11	7	18	0.611111	177
Pcyox1	chr6:86386006-86389371	57	52	109	0.522936	184
Pcyt1b	chrX:93746219-93749948	9	8	17	0.529412	220
Pcyt2	chr11:120612001-120612083	21	16	37	0.567568	151
Pdap1	chr5:145128770-145130375	26	28	54	0.481481	682
Pdcd10	chr3:75541160-75541378	42	45	87	0.482759	464
Pdcd11	chr19:47130639-47131145	179	175	354	0.50565	638
Pdcd2l	chr7:34196272-34196438	68	72	140	0.485714	242
Pdcd4	chr19:53929083-53929861	9	4	13	0.692308	182
Pdcd5	chr7:35647306-35647482	287	135	422	0.680095	554
Pdcd6	chr13:74317107-74317326	85	89	174	0.488506	415
Pdcd6ip	chr9:113687625-113687725	34	53	87	0.390805	659
Pdcd7	chr9:65358594-65359643	14	38	52	0.269231	185
Pdcl	chr2:37357204-37357380	84	82	166	0.506024	402
Pdcl3	chr1:38996141-38997236	102	120	222	0.459459	350
Pddc1	chr7:141410986-141411091	41	56	97	0.42268	161
Pde12	chr14:26668248-26669846	64	74	138	0.463768	289
Pde3b	chr7:114536031-114537937	7	5	12	0.583333	103
Pde7a	chr3:19233676-19233807	48	48	96	0.5	247
Pde8a	chr7:81333416-81333622	20	40	60	0.333333	174
Pdgfa	chr5:138988349-138988453	22	34	56	0.392857	145
Pdgfc	chr3:81212462-81214031	46	69	115	0.4	134
Pdha1	chrX:160122219-160123947	248	0	248	1	1328
Pdhb	chr14:8172764-8172817	220	203	423	0.520095	1168
Pdhx	chr2:103073290-103073513	32	49	81	0.395062	200
Pdia3	chr2:121413902-121414205	39	41	80	0.4875	2520
Pdia4	chr6:47803431-47803589	89	125	214	0.415888	951
Pdia5	chr16:35464335-35464422	24	10	34	0.705882	179
Pdia6	chr12:17283938-17284770	487	236	723	0.673582	2664
Pdik1l	chr4:134275005-134279116	6	4	10	0.6	90
Pdk1	chr2:71899984-71903858	323	298	621	0.520129	470
Pdk3	chrX:93831847-93832095	82	50	132	0.621212	481
Pdlim1	chr19:40271346-40271616	121	177	298	0.40604	296
Pdlim5	chr3:142352734-142352885	95	108	203	0.46798	354
Pdlim7	chr13:55508892-55509043	15	47	62	0.241935	125
Pdp1	chr4:11958183-11962233	8	8	16	0.5	78
Pdp2	chr8:104593480-104596849	37	34	71	0.521127	157
Pdpk1	chr17:24093191-24093287	35	31	66	0.530303	424
Pdpn	chr4:143299189-143299564	101	20	121	0.834711	212
Pdrg1	chr2:153008890-153009736	30	24	54	0.555556	99
Pds5a	chr5:65656268-65656408	35	51	86	0.406977	857
Pds5b	chr5:150807813-150810669	17	15	32	0.53125	421
Pdss1	chr2:22935559-22935639	39	16	55	0.709091	215
Pdss2	chr10:43439799-43440248	18	11	29	0.62069	61
Pdxdc1	chr16:13884566-13884631	80	191	271	0.295203	770
Pdxk	chr10:78464761-78464948	58	89	147	0.394558	250
Pdxp	chr15:78918130-78919517	20	19	39	0.512821	73
Pdzd11	chrX:100624795-100624878	39	26	65	0.6	380
Pdzd4	chrX:73793357-73795920	6	8	14	0.428571	180
Pdzd9	chr7:120659296-120660362	14	20	34	0.411765	37
Pecam1	chr11:106695754-106696029	220	126	346	0.635838	892
Pecr	chr1:72276166-72276331	10	19	29	0.344828	77
Pef1	chr4:130127253-130128134	143	143	286	0.5	292
Peg10	chr6:4754124-4760516	115	128	243	0.473251	809
Peg12	chr7:62461871-62464510	10	4	14	0.714286	108
Peg3	chr7:6705960-6711731	19	15	34	0.558824	178
Peg3os	chr7:6706760-6707624	10	6	16	0.625	33
Pelo	chr13:115089194-115090158	30	33	63	0.47619	131
Pelp1	chr11:70409764-70410031	104	141	245	0.42449	689
Pemt	chr11:60031713-60031820	9	12	21	0.428571	36
Peo1	chr19:45011584-45012762	9	7	16	0.5625	123
Pepd	chr7:35044231-35044708	94	71	165	0.569697	295
Perp	chr10:18855650-18857072	21	61	82	0.256098	114
Pes1	chr11:3978827-3980004	328	392	720	0.455556	1383
Pet100	chr8:3623224-3624235	26	39	65	0.4	86
Pet112	chr3:85652281-85652415	23	13	36	0.638889	130
Pex1	chr5:3631589-3631765	18	22	40	0.45	186
Pex10	chr4:155070641-155070776	11	20	31	0.354839	63
Pex12	chr11:83297488-83298041	9	10	19	0.473684	88
Pex13	chr11:23665747-23665935	55	48	103	0.533981	398
Pex14	chr4:148960535-148961794	4	8	12	0.333333	172
Pex16	chr2:92375239-92375675	8	10	18	0.444444	124
Pex19	chr1:172134207-172136497	64	109	173	0.369942	327
Pex2	chr3:5563165-5563272	11	9	20	0.55	106
Pex3	chr10:13552826-13553142	54	66	120	0.45	191
Pex5	chr6:124399248-124399454	33	21	54	0.611111	279
Pex6	chr17:46723919-46724027	16	22	38	0.421053	166
Pex7	chr10:19907459-19907674	40	160	200	0.2	191
Pfas	chr11:69008403-69008460	280	200	480	0.583333	861
Pfdn1	chr18:36403679-36404460	304	308	612	0.496732	943
Pfdn2	chr1:171357850-171358170	33	21	54	0.611111	350
Pfdn4	chr2:170516550-170516690	223	232	455	0.49011	273
Pfdn5	chr15:102326433-102326535	46	28	74	0.621622	513
Pfdn6	chr17:33940024-33940343	114	185	299	0.381271	358
Pfkl	chr10:78000676-78000841	234	194	428	0.546729	809
Pfkp	chr13:6648571-6648771	349	384	733	0.476126	1976
Pgam1	chr19:41916643-41916823	497	463	960	0.517708	4316
Pgam5	chr5:110269652-110269899	163	130	293	0.556314	548
Pgap2	chr7:102237401-102238564	44	12	56	0.785714	188
Pgbd5	chr8:124380184-124380318	42	5	47	0.893617	110
Pgd	chr4:149166587-149166707	209	341	550	0.38	941
Pggt1b	chr18:46280680-46280850	13	20	33	0.393939	115
Pgk1	chrX:106194356-106194511	241	318	559	0.431127	11288
Pgls	chr8:71596057-71596267	86	48	134	0.641791	469
Pglyrp1	chr7:18890164-18890438	10	12	22	0.454545	61
Pgm1	chr5:64127777-64128158	186	180	366	0.508197	441
Pgm2	chr4:99986675-99987294	98	76	174	0.563218	486
